codigo_ccif;nivel;ejemplo;tipo;frase_original;;;;;;
01.1.1.03.02;Producto;pan frica;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;pan para hamburguesa;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;pan para completo;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;pan coliza;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;pan de hoja;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;hallulla especial;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;pan de ajo;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;dobladitas;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.02;Producto;otros tipos de pan especial a granel;incluido;pan especial a granel como pan flauta, pan cocktail, pan baguette, pan pita, pan integral, pan centeno, pan amasado, bollos, pan frica, pan para hamburguesa, pan para completo, pan coliza, pan de hoja, hallulla especial, pan de ajo, dobladitas y otros tipos de pan especial a granel;;;;;;
01.1.1.03.03;Producto;pan envasado (corriente o especial);incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan hallulla envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan marraqueta (batido o francés) envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan para cocktail envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan frica envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan para hamburguesa envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan para completo envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan molde envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan pita envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;pan rallado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;panko;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.03;Producto;cualquier tipo de pan envasado;incluido;pan envasado (corriente o especial) como pan hallulla envasado, pan marraqueta (batido o francés) envasado, pan para cocktail envasado, pan frica envasado, pan para hamburguesa envasado, pan para completo envasado, pan molde envasado, pan pita envasado, pan rallado, panko y cualquier tipo de pan envasado;;;;;;
01.1.1.03.04;Producto;chapaleles;incluido;chapaleles, tortillas de rescoldo, tortillas de campo, milcaos y otros similares;;;;;;
01.1.1.03.04;Producto;tortillas de rescoldo;incluido;chapaleles, tortillas de rescoldo, tortillas de campo, milcaos y otros similares;;;;;;
01.1.1.03.04;Producto;tortillas de campo;incluido;chapaleles, tortillas de rescoldo, tortillas de campo, milcaos y otros similares;;;;;;
01.1.1.03.04;Producto;milcaos;incluido;chapaleles, tortillas de rescoldo, tortillas de campo, milcaos y otros similares;;;;;;
01.1.1.03.04;Producto;otros similares;incluido;chapaleles, tortillas de rescoldo, tortillas de campo, milcaos y otros similares;;;;;;
01.1.1.03.12;Producto;tortillas para cocinar;excluido;tortillas para cocinar (01.1.1.03.12);;;;;;
01.1.1.03.05;Producto;galletas dulces con relleno;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;agregados;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;galletas tipo sándwich;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;galletas oblea;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;galletas bañadas con chocolate;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;incluye versiones light;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.05;Producto;dietéticas;incluido;galletas dulces con relleno o agregados como galletas tipo sándwich, galletas oblea, galletas bañadas con chocolate, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;galletas dulces sin relleno;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;galletas tipo coctel;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;champaña;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;galletas de vino;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;galletas dulces integrales;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;galletas de chuño;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;incluye versiones light;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.06;Producto;dietéticas;incluido;galletas dulces sin relleno como galletas tipo coctel, champaña, galletas de vino, galletas dulces integrales, galletas de chuño, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.04.01;Producto;galletas de arroz;excluido;galletas de arroz (01.1.1.04.01);;;;;;
01.1.1.03.07;Producto;galletas saladas;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;galletas de agua;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;galletas de soda;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;galletas de avena;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;galletas de linaza;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;galletas de salvado de trigo;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;incluye versiones light;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.07;Producto;dietéticas;incluido;galletas saladas, galletas de agua, galletas de soda, galletas de avena, galletas de linaza, galletas de salvado de trigo, entre otras (que sean envasadas o granel), incluye versiones light o dietéticas;;;;;;
01.1.1.03.08;Producto;galletas en general cuyo tipo no es posible identificar;incluido;galletas en general cuyo tipo no es posible identificar;;;;;;
01.1.1.03.09;Producto;tortas de todos los tipos;incluido;tortas de todos los tipos como torta de bizcocho, de milhoja, de panqueques y similares;;;;;;
01.1.1.03.09;Producto;torta de bizcocho;incluido;tortas de todos los tipos como torta de bizcocho, de milhoja, de panqueques y similares;;;;;;
01.1.1.03.09;Producto;tartas;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;kuchen;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;tartaleta;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;pie de limón;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;cheesecake;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;brazo de reina;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;pan de pascua;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
01.1.1.03.09;Producto;queques enteros;incluido;tartas, kuchen, tartaleta, pie de limón, cheesecake, brazo de reina, pan de pascua, queques enteros;;;;;;
